"uit","upt","ultg","gi"
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,GI 150KV RANTAU PRAPAT
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,GI 150KV AEK KANOPAN
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,GI 150KV KOTA PINANG
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,GI 150KV SIMANGKE
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,GI 150KV LABUHAN BILIK
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,GI 150KV TANJUNG BALAI
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,GITET 275KV KUALA TANJUNG
P3BS,UPT PADANG SIDEMPUAN,ULTG KISARAN,GITET 275KV INALUM
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,TRS 150KV PSDEM-NPSDM
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,TRS 150KV GNTUA-SBHAN
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,TRS 150KV SBOGA-LBAGN
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,TRS 150KV NPSDM-PYBGN
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,TRS 150KV SMGP-PYBGN
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,TRS 150KV SBOGA-MRTBE
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,TRS 150KV MRTBE-PSDEM
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,TRS 150KV SIPAN-SBOGA
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,TRS 150KV INCMER-GNTUA
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,TRS 150KV RTPAT-PSDEM
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,TRS 150KV INCMER-SIPAN2
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,TRS 275KV SRULA-NPSDM
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,TRS 275KV NPSDEM-PYBUH
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,GI 150KV NEW PADANG SIDEMPUAN (DOUBLE)
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,GI 150KV SIBOLGA
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,GI 150KV LABUHAN ANGIN
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,GI 150KV PADANG SIDEMPUAN
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,GI 150KV GUNUNG TUA
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,PLTA 150KV SIPAN 1
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,PLTA 150KV SIPAN 2
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,GI 150KV MARTABE
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,GITET 275KV NEW PADANG SIDEMPUAN
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,GI 150KV PANYABUNGAN
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,GI 150KV SIBUHUAN
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,GI 150KV NEW PADANG SIDEMPUAN
P3BS,UPT PADANG SIDEMPUAN,ULTG PADANG SIDEMPUAN,GI 150KV SORIK MARAPI GEOTHERMAL
P3BS,UPT PALEMBANG,ULTG BETUNG,TRS 275KV SMSL5-SGLIN
P3BS,UPT PALEMBANG,ULTG BETUNG,GITET 275KV SUNGAI LILIN
P3BS,UPT PALEMBANG,ULTG BETUNG,GI 150KV TALANG KELAPA
P3BS,UPT PALEMBANG,ULTG BETUNG,GI 150KV BETUNG
P3BS,UPT PALEMBANG,ULTG BETUNG,GI 150KV SEKAYU
P3BS,UPT PALEMBANG,ULTG BETUNG,GITET 275KV BETUNG
P3BS,UPT PALEMBANG,ULTG BETUNG,GI 150KV SUNGAI LILIN
P3BS,UPT PALEMBANG,ULTG BETUNG,GI 150KV BETUNG
P3BS,UPT PALEMBANG,ULTG BETUNG,GI 150KV SEKAYU
P3BS,UPT PALEMBANG,ULTG BETUNG,GI 275KV SUNGAI LILIN
P3BS,UPT PALEMBANG,ULTG BETUNG,GITET 275KV BETUNG (DOUBLE)
P3BS,UPT PALEMBANG,ULTG PRABUMULIH,GI 150KV PRABUMULIH
P3BS,UPT PALEMBANG,ULTG PRABUMULIH,GI 150KV SIMPANG TIGA
P3BS,UPT PALEMBANG,ULTG PRABUMULIH,GI 150KV GUNUNG MEGANG
P3BS,UPT PALEMBANG,ULTG PRABUMULIH,GI 150KV PENDOPO
P3BS,UPT PALEMBANG,ULTG PRABUMULIH,GITET 275KV MUARA ENIM
P3BS,UPT PALEMBANG,ULTG PRABUMULIH,GITET 500KV MUARA ENIM
P3BS,UPT PALEMBANG,ULTG BOOM BARU,SKTT 150KV GIS KOBAR-GI GNDUS
P3BS,UPT PALEMBANG,ULTG BOOM BARU,SKTT 150KV KOTIM - KNTEN
P3BS,UPT PALEMBANG,ULTG BOOM BARU,TRS 70KV SJARO-BRANG
P3BS,UPT PALEMBANG,ULTG BOOM BARU,TRS 70KV SDPTH-BRANG
P3BS,UPT PALEMBANG,ULTG BOOM BARU,TRS 70KV BKSGT-TRATU
P3BS,UPT PALEMBANG,ULTG BOOM BARU,TRS 70KV SDPTH-BMBRU
P3BS,UPT PALEMBANG,ULTG BOOM BARU,TRS 70KV TRATU-SDPTH
P3BS,UPT PALEMBANG,ULTG BOOM BARU,TRS 70KV SJARO-SKDKN
P3BS,UPT PALEMBANG,ULTG BOOM BARU,GI 70KV BOOM BARU
P3BS,UPT PALEMBANG,ULTG BOOM BARU,GIS 150KV KOTA BARAT
P3BS,UPT PALEMBANG,ULTG BOOM BARU,GI 70KV SUNGAI JUARO
P3BS,UPT PALEMBANG,ULTG BOOM BARU,GI 70KV TALANG RATU
P3BS,UPT PALEMBANG,ULTG BOOM BARU,GI 70KV SEDUDUK PUTIH
P3BS,UPT PALEMBANG,ULTG BOOM BARU,GI 70KV BUKIT SIGUNTANG
P3BS,UPT PALEMBANG,ULTG BOOM BARU,GIS 150KV KOTA TIMUR
P3BS,UPT PALEMBANG,ULTG BORANG,TRS 150KV TLKLP-KNTEN
P3BS,UPT PALEMBANG,ULTG BORANG,SKTT 150KV GIS KOBAR-GIS KOTIM
P3BS,UPT PALEMBANG,ULTG BORANG,TRS 150KV INCOMER GI KNTEN
P3BS,UPT PALEMBANG,ULTG BORANG,TRS 150KV KNTEN-TJAPI
P3BS,UPT PALEMBANG,ULTG BORANG,TRS 150KV TJAPI-MNTOK
P3BS,UPT PALEMBANG,ULTG BORANG,TRS 150KV BTUNG-TLDKU
P3BS,UPT PALEMBANG,ULTG BORANG,TRS 150KV BTUNG-SKAYU
P3BS,UPT PALEMBANG,ULTG BORANG,TRS 275KV BTUNG-SGLIN
P3BS,UPT PALEMBANG,ULTG BORANG,TRS 150KV TLKLP-BRANG
P3BS,UPT PALEMBANG,ULTG BORANG,TRS 150KV BRANG-AGP
P3BS,UPT PALEMBANG,ULTG BORANG,TRS 150KV TLKLP-BTUNG
P3BS,UPT PALEMBANG,ULTG BORANG,TRS 150KV INCOMER GI GNDUS
P3BS,UPT PALEMBANG,ULTG BORANG,TRS 150KV INCOMER GI TJAPI
P3BS,UPT PALEMBANG,ULTG BORANG,TRS 150KV KNTEN-BRANG
P3BS,UPT PALEMBANG,ULTG BORANG,TRS 150KV GNDUS-TLKLP
P3BS,UPT PALEMBANG,ULTG BORANG,GI 150KV TALANG KELAPA
P3BS,UPT PALEMBANG,ULTG BORANG,GI 150KV TANJUNG API - API
P3BS,UPT PALEMBANG,ULTG BORANG,GI 150KV BORANG
P3BS,UPT PALEMBANG,ULTG BORANG,GI 150KV GANDUS
P3BS,UPT PALEMBANG,ULTG BORANG,GI 150KV KENTEN
P3BS,UPT PALEMBANG,ULTG BORANG,GIS 150KV KOTA BARAT
P3BS,UPT PALEMBANG,ULTG BORANG,GI 70KV BORANG
P3BS,UPT PALEMBANG,ULTG KERAMASAN,TRS 150KV KRSAN-MRINA
P3BS,UPT PALEMBANG,ULTG KERAMASAN,TRS 150KV MRINA-BRANG
P3BS,UPT PALEMBANG,ULTG KERAMASAN,TRS 150KV MRINA-KYUNG
P3BS,UPT PALEMBANG,ULTG KERAMASAN,TRS 150KV NRING-MRINA
P3BS,UPT PALEMBANG,ULTG KERAMASAN,TRS 70KV KRSAN-BKSGT
P3BS,UPT PALEMBANG,ULTG KERAMASAN,TRS 150KV KRSAN-TLKLP
P3BS,UPT PALEMBANG,ULTG KERAMASAN,TRS 150KV KYUNG-GMWNG
P3BS,UPT PALEMBANG,ULTG KERAMASAN,TRS 150KV KRSAN-GNDUS
P3BS,UPT PALEMBANG,ULTG KERAMASAN,TRS 70KV KRSAN-BGRAN
P3BS,UPT PALEMBANG,ULTG KERAMASAN,TRS 70KV BGRAN-SKDKN
P3BS,UPT PALEMBANG,ULTG KERAMASAN,TRS 150KV KRSAN-NRING
P3BS,UPT PALEMBANG,ULTG KERAMASAN,TRS 150KV INCOMER GI NRING
P3BS,UPT PALEMBANG,ULTG KERAMASAN,GI 150KV NEW JAKABARING
P3BS,UPT PALEMBANG,ULTG KERAMASAN,GI 150KV KERAMASAN
P3BS,UPT PALEMBANG,ULTG KERAMASAN,GI 70KV BUNGARAN
P3BS,UPT PALEMBANG,ULTG KERAMASAN,GI 70KV SUNGAI KEDUKAN
P3BS,UPT PALEMBANG,ULTG KERAMASAN,GI 150KV MARIANA
P3BS,UPT PALEMBANG,ULTG KERAMASAN,GI 150KV JAKABARING
P3BS,UPT PALEMBANG,ULTG KERAMASAN,GI 150KV KAYU AGUNG
P3BS,UPT PALEMBANG,ULTG KERAMASAN,GI 70KV KERAMASAN
P3BS,UPT PEKANBARU,ULTG BINTAN,TRS 150KV SRTAN-AIRJA
P3BS,UPT PEKANBARU,ULTG BINTAN,TRS 150KV AIRJA-KJANG
P3BS,UPT PEKANBARU,ULTG BINTAN,TRS 150KV TUBAN-SRTAN
P3BS,UPT PEKANBARU,ULTG BINTAN,TRS 150KV NGENA-TUBAN
P3BS,UPT PEKANBARU,ULTG BINTAN,TRS 150KV KASAM-NGENA
P3BS,UPT PEKANBARU,ULTG BINTAN,TRS 150KV NGENA-TUBAN
P3BS,UPT PEKANBARU,ULTG BINTAN,GI 150KV TANJUNG UBAN
P3BS,UPT PEKANBARU,ULTG BINTAN,GI 150KV AIR RAJA
P3BS,UPT PEKANBARU,ULTG BINTAN,GI 150KV NGENANG
P3BS,UPT PEKANBARU,ULTG BINTAN,GI 150KV SRI BINTAN
P3BS,UPT PEKANBARU,ULTG BINTAN,GI 150KV KIJANG
P3BS,UPT PEKANBARU,ULTG BINTAN,GI 150KV TANJUNG KASAM
P3BS,UPT PEKANBARU,ULTG DURI,TRS 150KV DURI-BBATU
P3BS,UPT PEKANBARU,ULTG DURI,TRS 150KV DUMAI-BGSPI
P3BS,UPT PEKANBARU,ULTG DURI,TRS 150KV KDMAI-WINA
P3BS,UPT PEKANBARU,ULTG DURI,TRS 150KV BLPGT-DURI
P3BS,UPT PEKANBARU,ULTG DURI,TRS 150KV KTPNG-BBATU
P3BS,UPT PEKANBARU,ULTG DURI,TRS 150KV DURI-DUMAI
P3BS,UPT PEKANBARU,ULTG DURI,TRS 150KV DUMAI-KDMAI
P3BS,UPT PEKANBARU,ULTG DURI,TRS 150KV KDMAI-PAKNI
P3BS,UPT PEKANBARU,ULTG DURI,GI 150KV DURI
P3BS,UPT PEKANBARU,ULTG DURI,GI 150KV DUMAI
P3BS,UPT PEKANBARU,ULTG DURI,GI 150KV BAGAN BATU
P3BS,UPT PEKANBARU,ULTG DURI,GI 150KV KOTA PINANG
P3BS,UPT PEKANBARU,ULTG DURI,GI 150KV BALAI PUNGUT
P3BS,UPT PEKANBARU,ULTG DURI,GI 150KV KAWASAN INDUSTRI DUMAI
P3BS,UPT PEKANBARU,ULTG DURI,GI 150KV BAGAN SIAPI-API
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,TRS 150KV TLMBU-TNYAN
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,TRS 150KV TNYAN-PRWNG
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,TRS 150KV TNYAN-PSPTH
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,TRS 150KV RIAU5-PSPTH
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,TRS 150KV TNYAN-RIAU5
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,TRS 150KV PRWNG-SIAK
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,TRS 150KV GRDSK-PSPTH
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,TRS 150KV PSPTH-PKKRC
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,GITET 500KV PERAWANG
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,GI 150KV RIAU
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,GI 150KV SIAK
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,GI 150KV PASIR PUTIH
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,GI 150KV TENAYAN
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,GI 150KV PERAWANG
P3BS,UPT PEKANBARU,ULTG PASIR PUTIH,GITET 275KV PERAWANG
P3BS,UPT PEKANBARU,ULTG RENGAT,TRS 500KV NADRI-PRNAP
P3BS,UPT PEKANBARU,ULTG RENGAT,TRS 500KV PRNAP-PRWNG
P3BS,UPT PEKANBARU,ULTG RENGAT,TRS 150KV RNGAT-TMLAN
P3BS,UPT PEKANBARU,ULTG RENGAT,TRS 150KV RNGAT-PKRNC
P3BS,UPT PEKANBARU,ULTG RENGAT,GI 150KV TELUK KUANTAN
P3BS,UPT PEKANBARU,ULTG RENGAT,GI 150KV PANGKALAN KERINCI
P3BS,UPT PEKANBARU,ULTG RENGAT,GI 150KV RENGAT
P3BS,UPT PEKANBARU,ULTG RENGAT,GI 150KV TEMBILAHAN
P3BS,UPT PEKANBARU,ULTG RENGAT,GITET 500KV PERANAP
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,TRS 150KV GRDSK-TLMBU
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,TRS 150KV INC BNKNG
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,TRS 150KV KTPJG-GRDSK
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,TRS 275KV PRWNG-PYBUH
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,TRS 150KV NGRSK-PRWNG
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,TRS 150KV PLTA KTPJG-KTPJG
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,TRS 150KV NGRSK-INCMR
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,TRS 150KV KTPKU-GRDSK
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,TRS 150KV GRDSK-BLPGT
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,TRS 150KV BNKNG-PSPGR
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,GI 150KV TELUK LEMBU
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,GI 150KV KOTO PANJANG
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,GI 150KV PASIR PANGARAIAN
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,GI 150KV GARUDA SAKTI
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,GI 150KV BANGKINANG
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,GI 150KV NEW GARUDA SAKTI
P3BS,UPT PEKANBARU,ULTG TELUK LEMBU,GIS 150KV PEKANBARU
P3BS,UPT PEMATANG SIANTAR,ULTG KISARAN,GI 150KV KISARAN
P3BS,UPT PEMATANG SIANTAR,ULTG KISARAN,GI 150KV KUALA TANJUNG
P3BS,UPT PEMATANG SIANTAR,ULTG KISARAN,GI 150KV RANTAU PRAPAT
P3BS,UPT PEMATANG SIANTAR,ULTG KISARAN,GI 150KV AEK KANOPAN
P3BS,UPT PEMATANG SIANTAR,ULTG KISARAN,GI 150KV SIMANGKE
P3BS,UPT PEMATANG SIANTAR,ULTG KISARAN,GI 150KV LABUHAN BILIK
P3BS,UPT PEMATANG SIANTAR,ULTG KISARAN,GI 150KV TANJUNG BALAI
P3BS,UPT PEMATANG SIANTAR,ULTG KISARAN,GITET 275KV INALUM
P3BS,UPT PEMATANG SIANTAR,ULTG DOLOK SANGGUL,TRS 150KV GTELE-TRTUG
P3BS,UPT PEMATANG SIANTAR,ULTG DOLOK SANGGUL,TRS 150KV GTELE-PGRRN
P3BS,UPT PEMATANG SIANTAR,ULTG DOLOK SANGGUL,TRS 150KV INC GI DSGUL
P3BS,UPT PEMATANG SIANTAR,ULTG DOLOK SANGGUL,TRS 150KV SLKTG-SRULA
P3BS,UPT PEMATANG SIANTAR,ULTG DOLOK SANGGUL,TRS 150KV NIL-SARULA
P3BS,UPT PEMATANG SIANTAR,ULTG DOLOK SANGGUL,TRS 150KV INCMER-TELE
P3BS,UPT PEMATANG SIANTAR,ULTG DOLOK SANGGUL,TRS 150KV TRTUG-SBOGA
P3BS,UPT PEMATANG SIANTAR,ULTG DOLOK SANGGUL,GI 150KV TELE
P3BS,UPT PEMATANG SIANTAR,ULTG DOLOK SANGGUL,GI 150KV TARUTUNG
P3BS,UPT PEMATANG SIANTAR,ULTG DOLOK SANGGUL,GI 150KV DOLOK SANGGUL
P3BS,UPT PEMATANG SIANTAR,ULTG DOLOK SANGGUL,GITET 275KV SARULLA
P3BS,UPT PEMATANG SIANTAR,ULTG DOLOK SANGGUL,GI 150KV PANGURUAN
P3BS,UPT PEMATANG SIANTAR,ULTG DOLOK SANGGUL,GI 150KV SILANGKITANG
P3BS,UPT PEMATANG SIANTAR,ULTG DOLOK SANGGUL,GI 150KV SARULLA
P3BS,UPT PEMATANG SIANTAR,ULTG SIBOLGA,GI 150KV SIBOLGA
P3BS,UPT PEMATANG SIANTAR,ULTG SIBOLGA,GI 150KV LABUHAN ANGIN
P3BS,UPT PEMATANG SIANTAR,ULTG SIBOLGA,GI 150KV PADANG SIDEMPUAN
P3BS,UPT PEMATANG SIANTAR,ULTG SIBOLGA,GI 150KV GUNUNG TUA
P3BS,UPT PEMATANG SIANTAR,ULTG SIBOLGA,PLTA 150KV SIPAN 1
P3BS,UPT PEMATANG SIANTAR,ULTG SIBOLGA,PLTA 150KV SIPAN 2
P3BS,UPT PEMATANG SIANTAR,ULTG SIBOLGA,GI 150KV MARTABE
P3BS,UPT PEMATANG SIANTAR,ULTG SIBOLGA,GITET 275KV NEW PADANG SIDEMPUAN
P3BS,UPT PEMATANG SIANTAR,ULTG SIBOLGA,GI 150KV PANYABUNGAN
P3BS,UPT PEMATANG SIANTAR,ULTG SIBOLGA,GI 150KV SIBUHUAN
P3BS,UPT PEMATANG SIANTAR,ULTG SIBOLGA,GI 150KV SORIK MARAPI GEOTHERMAL
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,TRS 150KV SDKAL-GTELE
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,TRS 150KV BTAGI-KCANE
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,TRS 150KV SBSLM - SGKIL
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,TRS 150KV SDKAL-SBSLM
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,TRS 150KV BTAGI-SDKAL
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,TRS 150KV BTAGI WAMPU
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,TRS 150KV SDKAL-SALAK
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,TRS 150KV INCMR-RENUN
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,GI 150KV SIDIKALANG
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,GI 150KV BRASTAGI
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,GIS 150KV RENUN
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,GI 150KV WAMPU
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,GI 150KV SIEMPAT RUBE
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,GI 150KV KUTA CANE
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,GI 150KV SUBULUSSALAM
P3BS,UPT PEMATANG SIANTAR,ULTG SIDIKALANG,GI 150KV SINGKIL
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,TRS 150KV TBING-PSTAR
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,TRS 275KV SMKOK-SRULA
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,TRS 275KV SMKOK-GLANG
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,TRS 150KV PSTAR-TNJWA
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,TRS 150KV SMKOK-SANTI
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,TRS 150KV PSTAR-PORSA
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,TRS 150KV PORSA-TRTUG
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,TRS 150KV PORSA-SMKOK
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,TRS 275KV SMKOK-ASHAN
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,TRS 150KV INCMER-GPARA
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,GI 150KV ASAHAN 3
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,GI 150KV TEBING TINGGI
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,GI 150KV GUNUNG PARA
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,GI 150KV PEMATANG SIANTAR
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,GI 150KV PORSEA
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,GITET 275KV ASAHAN
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,GITET 275KV SIMANGKOK
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,GI 150KV SIMANGKOK
P3BS,UPT PEMATANG SIANTAR,ULTG TOBA,GI 150KV TANAH JAWA
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,TRS 150KV PRATU-INCMR
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,TRS 150KV MSUJI-DPSNA
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,TRS 150KV KTBMI-BKMNG
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,TRS 150KV KTBMI-MNGLA
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,TRS 150KV BKMNG-LIWA
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,TRS 150KV MNGLA-GMWNG
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,TRS 150KV BESAI-BKMNG
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,TRS 150KV GMWNG-MSUJI
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,TRS 150KV BKMNG-BLMUP
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,TRS 150KV BLMPU-INCMR
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,TRS 150KV PRATU-GMWNG
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,TRS 150KV MNGLA-PRATU
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,GI 150KV MINI TRAYA
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,GI 150KV KOTABUMI
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,GI 150KV BUKIT KEMUNING
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,GI 150KV MENGGALA
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,GI 150KV GUMAWANG
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,GI 150KV LIWA
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,GI 150KV MESUJI
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,GI 150KV PAKUAN RATU
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,GITET 275 KV GUMAWANG
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,PLTA 150KV BESAI
P3BS,UPT TANJUNG KARANG,ULTG KOTABUMI,GITET 275KV GUMAWANG (DOUBLE)
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,PLTA SEMANGKA
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,TRS 150KV PGLRN-GDTTN
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,TRS 150KV PGLRN-KTGNG
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,TRS 150KV TGNNG-PGLRN
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,TRS 150KV BTEGI-PGLRN
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,TRS 150KV ULBLU-INCMR
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,TRS 150KV ULBLU-PLTP3&4
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,TRS 150KV KGUNG-SMGKA
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,TRS 150KV ULBLU-PGLRN
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,TRS 150KV ULBLU-BTEGI
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,GI 150KV PAGELARAN
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,GI 150KV ULUBELU
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,GI 150KV KOTA AGUNG
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,GI 150KV GEDONG TATAAN
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,PLTA 150KV BATU TEGI
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,PLTP 150KV ULUBELU 3&4
P3BS,UPT TANJUNG KARANG,ULTG PAGELARAN,PLTA 150KV SEMAKA
P3BS,UPT TANJUNG KARANG,ULTG TARAHAN,TRS 150KV TLBTG-LKPRA
P3BS,UPT TANJUNG KARANG,ULTG TARAHAN,TRS 150KV SBLNG-KLNDA
P3BS,UPT TANJUNG KARANG,ULTG TARAHAN,TRS 150KV SDMLY-KLNDA
P3BS,UPT TANJUNG KARANG,ULTG TARAHAN,TRS 150KV LKPRA-INCMR
P3BS,UPT TANJUNG KARANG,ULTG TARAHAN,TRS 150KV NTRHN-SBLNG
P3BS,UPT TANJUNG KARANG,ULTG TARAHAN,TRS 150KV KLNDA-KTPNG
P3BS,UPT TANJUNG KARANG,ULTG TARAHAN,TRS 150KV SBLNG-SDMLY
P3BS,UPT TANJUNG KARANG,ULTG TARAHAN,TRS 150KV SKRME-JTAGG
P3BS,UPT TANJUNG KARANG,ULTG TARAHAN,TRS 150KV STAMI-SKRME
P3BS,UPT TANJUNG KARANG,ULTG TARAHAN,TRS 150KV NTRHN-STAMI
